"Gene","Module"
"202269_x_at","blue"
"224444_s_at","grey"
"1566926_at","grey"
"235614_at","turquoise"
"206852_at","blue"
"238732_at","grey"
"237673_at","turquoise"
"220109_at","blue"
"208651_x_at","grey"
"232521_at","brown"
"209968_s_at","grey"
"1553179_at","grey"
"224296_x_at","grey"
"231490_at","grey"
"243784_s_at","grey"
"211161_s_at","grey"
"236882_at","grey"
"205910_s_at","grey"
"211585_at","grey"
"209101_at","grey"
"204874_x_at","grey"
"1554142_at","grey"
"207324_s_at","grey"
"1565657_at","grey"
"201009_s_at","blue"
"1558778_s_at","grey"
"1556601_a_at","grey"
"223810_at","grey"
"229039_at","turquoise"
"1567664_at","grey"
"233136_at","grey"
"1558154_at","blue"
"227874_at","brown"
"229973_at","turquoise"
"1559606_at","grey"
"238884_at","blue"
"202104_s_at","turquoise"
"242452_at","grey"
"233265_at","blue"
"238906_s_at","brown"
"231029_at","grey"
"231680_at","grey"
"217194_at","grey"
"210801_at","turquoise"
"206941_x_at","grey"
"221123_x_at","blue"
"207342_at","grey"
"244503_at","grey"
"213817_at","grey"
"239913_at","turquoise"
"243327_at","grey"
"242637_at","grey"
"1552518_s_at","turquoise"
"232327_at","grey"
"238647_at","turquoise"
"223721_s_at","turquoise"
"225818_s_at","turquoise"
"1557437_a_at","blue"
"244734_at","grey"
"1554047_at","grey"
"229151_at","blue"
"232481_s_at","grey"
"1565915_at","grey"
"1561863_a_at","grey"
"235537_at","brown"
"222108_at","grey"
"1564468_at","grey"
"242836_at","brown"
"1562610_at","grey"
"239549_at","blue"
"215343_at","grey"
"237814_at","blue"
"236849_at","turquoise"
"241560_at","grey"
"239871_at","grey"
"1558163_at","grey"
"243830_at","blue"
"206143_at","grey"
"210090_at","turquoise"
"224400_s_at","grey"
"240772_at","grey"
"214115_at","brown"
"1560098_at","grey"
"204300_at","turquoise"
"1553605_a_at","grey"
"230883_at","turquoise"
"218118_s_at","turquoise"
"221706_s_at","turquoise"
"1556357_s_at","grey"
"219682_s_at","grey"
"239826_at","blue"
"240026_x_at","grey"
"234601_x_at","grey"
"201162_at","brown"
"231837_at","turquoise"
"243482_at","blue"
"238756_at","grey"
"227646_at","blue"
"242265_at","blue"
"238365_s_at","grey"
"1556336_at","blue"
"1569142_at","grey"
"213606_s_at","turquoise"
"244373_at","blue"
"228725_x_at","turquoise"
"205816_at","blue"
"205572_at","blue"
"1553781_at","grey"
"1566442_at","brown"
"237623_at","grey"
"219432_at","brown"
"1552760_at","turquoise"
"241861_at","grey"
"1559603_at","turquoise"
"215542_at","grey"
"1556069_s_at","blue"
"201942_s_at","grey"
"219895_at","grey"
"1566867_at","blue"
"211155_s_at","grey"
"242623_x_at","grey"
"234086_at","blue"
"241647_x_at","grey"
"205097_at","grey"
"205796_at","turquoise"
"210742_at","blue"
"239955_at","blue"
"216712_at","grey"
"224321_at","grey"
"215039_at","turquoise"
"215306_at","blue"
"1555928_at","turquoise"
"1561525_at","grey"
"224231_at","grey"
"1554981_at","grey"
"242412_at","turquoise"
"1563825_at","grey"
"238761_at","blue"
"223002_s_at","turquoise"
"225294_s_at","turquoise"
"223229_at","turquoise"
"237717_x_at","grey"
"218609_s_at","turquoise"
"208743_s_at","turquoise"
"205306_x_at","grey"
"227229_at","turquoise"
"220520_s_at","grey"
"228116_at","turquoise"
"234833_at","grey"
"239808_at","blue"
"240208_at","grey"
"207070_at","blue"
"237291_at","turquoise"
"33767_at","turquoise"
"207161_at","grey"
"208510_s_at","turquoise"
"1554159_a_at","grey"
"225907_at","turquoise"
"244493_at","turquoise"
"210882_s_at","turquoise"
"244786_at","turquoise"
"206382_s_at","turquoise"
"230556_at","turquoise"
"1553313_s_at","blue"
"206025_s_at","grey"
"230917_at","grey"
"1560109_s_at","grey"
"232724_at","blue"
"241132_at","grey"
"201798_s_at","blue"
"214975_s_at","turquoise"
"1569544_at","grey"
"234592_at","grey"
"222993_at","turquoise"
"215285_s_at","turquoise"
"242871_at","blue"
"237389_at","grey"
"244134_at","grey"
"242410_s_at","turquoise"
"238105_x_at","grey"
"1569674_at","grey"
"242161_at","grey"
"1556006_s_at","grey"
"220327_at","grey"
"1561574_at","grey"
"212592_at","grey"
"222192_s_at","turquoise"
"231800_s_at","turquoise"
"205768_s_at","turquoise"
"215396_at","grey"
"219908_at","grey"
"201971_s_at","turquoise"
"222508_s_at","brown"
"213683_at","turquoise"
"1562656_at","grey"
"238766_at","grey"
"212554_at","turquoise"
"214884_at","turquoise"
"1569181_x_at","blue"
"1554333_at","turquoise"
"229389_at","blue"
"232556_at","grey"
"201478_s_at","turquoise"
"1556444_a_at","turquoise"
"230775_s_at","grey"
"205405_at","grey"
"209355_s_at","grey"
"219905_at","turquoise"
"204412_s_at","turquoise"
"218948_at","grey"
"230678_at","grey"
"227061_at","grey"
"1554008_at","grey"
"205114_s_at","grey"
"204149_s_at","turquoise"
"230210_at","turquoise"
"233700_at","blue"
"211565_at","grey"
"238348_x_at","grey"
"1561351_at","grey"
"233921_s_at","blue"
"204933_s_at","grey"
"205593_s_at","grey"
"242401_x_at","grey"
"235931_at","turquoise"
"1556348_at","grey"
"205700_at","turquoise"
"233442_at","brown"
"244023_at","grey"
"219264_s_at","grey"
"217388_s_at","grey"
"218806_s_at","turquoise"
"220415_at","turquoise"
"243918_at","grey"
"215047_at","grey"
"229125_at","grey"
"215801_at","grey"
"206685_at","turquoise"
"216074_x_at","grey"
"240034_at","turquoise"
"233861_at","grey"
"1556263_s_at","turquoise"
"225369_at","blue"
"219311_at","turquoise"
"235599_at","grey"
"202190_at","turquoise"
"204015_s_at","grey"
"1569646_a_at","grey"
"204100_at","turquoise"
"1557832_at","grey"
"1559722_at","grey"
"1563072_at","grey"
"228873_at","grey"
"216218_s_at","turquoise"
"201867_s_at","blue"
"208320_at","turquoise"
"228236_at","blue"
"223719_s_at","grey"
"1569183_a_at","grey"
"1559979_at","blue"
"203058_s_at","brown"
"1553436_at","grey"
"236163_at","grey"
"214978_s_at","turquoise"
"213975_s_at","grey"
"234657_at","grey"
"236179_at","grey"
"208906_at","turquoise"
"239301_at","blue"
"206914_at","grey"
"231688_at","grey"
"240013_at","grey"
"1559528_at","grey"
"218695_at","turquoise"
"1553338_at","grey"
"203413_at","turquoise"
"1563022_at","grey"
"241702_at","brown"
"244502_at","grey"
"244434_at","grey"
"203997_at","turquoise"
"215826_x_at","brown"
"227978_s_at","turquoise"
"1553295_at","grey"
"215078_at","grey"
"236999_at","brown"
"201131_s_at","grey"
"1554364_at","grey"
"210096_at","grey"
"223437_at","blue"
"219197_s_at","grey"
"210181_s_at","turquoise"
"222008_at","blue"
"211563_s_at","turquoise"
"239568_at","blue"
"225911_at","grey"
"1559681_a_at","grey"
"239911_at","turquoise"
"223552_at","turquoise"
"203333_at","turquoise"
"1554068_s_at","turquoise"
"241436_at","grey"
"217204_at","grey"
"200987_x_at","turquoise"
"1559341_at","brown"
"237391_at","grey"
"223360_at","turquoise"
"206190_at","blue"
"206356_s_at","turquoise"
"229916_at","turquoise"
"227753_at","grey"
"1561577_at","grey"
"209693_at","grey"
"230659_at","turquoise"
"225647_s_at","turquoise"
"227503_at","grey"
"1566243_at","grey"
"239605_x_at","blue"
"1558828_s_at","grey"
"218827_s_at","turquoise"
"233827_s_at","turquoise"
"229777_at","grey"
"1553260_s_at","grey"
"202147_s_at","turquoise"
"1564049_at","grey"
"213258_at","grey"
"231098_at","grey"
"222966_at","grey"
"205421_at","grey"
"237834_at","blue"
"243042_at","turquoise"
"1558689_a_at","grey"
"1555324_at","grey"
"244121_at","grey"
"237141_x_at","turquoise"
"216850_at","turquoise"
"241547_at","grey"
"233262_at","grey"
"201171_at","grey"
"226811_at","grey"
"220045_at","turquoise"
"220787_at","grey"
"217648_at","grey"
"242516_x_at","grey"
"213506_at","grey"
"1556257_at","grey"
"244635_s_at","grey"
"1554816_at","grey"
"230684_at","turquoise"
"1570452_at","grey"
"233703_x_at","grey"
"244887_at","grey"
"1554036_at","grey"
"1565692_at","blue"
"243831_at","grey"
"1561343_a_at","grey"
"205021_s_at","grey"
"232370_at","blue"
"236051_at","turquoise"
"213802_at","turquoise"
"1564012_at","grey"
"228406_at","grey"
"210712_at","grey"
"211086_x_at","grey"
"233276_at","blue"
"236302_at","turquoise"
"1556763_at","turquoise"
"242107_x_at","grey"
"1554158_at","turquoise"
"235811_at","blue"
"1562969_at","grey"
"234313_at","grey"
"223757_at","blue"
"208670_s_at","turquoise"
"215241_at","turquoise"
"229015_at","turquoise"
"1554966_a_at","turquoise"
"205430_at","grey"
"201110_s_at","grey"
"204205_at","grey"
"1553392_at","grey"
"239173_at","blue"
"219204_s_at","turquoise"
"1557772_at","grey"
"205908_s_at","grey"
"244586_x_at","grey"
"1553970_s_at","grey"
"210418_s_at","turquoise"
"222798_at","turquoise"
"239962_at","grey"
"1568764_x_at","grey"
"1555153_s_at","brown"
"203706_s_at","grey"
"205630_at","turquoise"
"233722_at","grey"
"210384_at","blue"
"1557366_at","brown"
"1555193_a_at","turquoise"
"229695_at","grey"
"236469_at","grey"
"1552897_a_at","turquoise"
"207929_at","blue"
"1556316_s_at","turquoise"
"207815_at","grey"
"238452_at","turquoise"
"241376_at","blue"
"232578_at","grey"
"1565934_at","grey"
"205915_x_at","turquoise"
"234024_at","grey"
"227123_at","turquoise"
"242396_at","brown"
"211890_x_at","grey"
"230629_s_at","blue"
"1555602_a_at","turquoise"
"220900_at","grey"
"213069_at","brown"
"205226_at","turquoise"
"242557_at","grey"
"220005_at","grey"
"234752_x_at","grey"
"222067_x_at","grey"
"1563899_at","grey"
"1554941_at","grey"
"1570246_at","grey"
"229367_s_at","grey"
"243537_at","grey"
"215991_s_at","turquoise"
"1562904_s_at","grey"
"240041_at","turquoise"
"208425_s_at","grey"
"228377_at","grey"
"1559709_at","brown"
"228695_at","turquoise"
"1562270_at","turquoise"
"207145_at","grey"
"208542_x_at","grey"
"204975_at","blue"
"212354_at","grey"
"241316_at","brown"
"1558893_a_at","grey"
"1566337_x_at","brown"
"1555357_at","grey"
"243159_x_at","grey"
"227864_s_at","grey"
"1557991_at","grey"
"208310_s_at","turquoise"
"211127_x_at","grey"
"236117_at","turquoise"
"220122_at","grey"
"1561985_at","grey"
"241274_at","grey"
"240678_at","grey"
"204709_s_at","grey"
"229899_s_at","turquoise"
"203771_s_at","turquoise"
"1556941_a_at","turquoise"
"214735_at","grey"
"244283_x_at","grey"
"205966_at","grey"
"231730_at","grey"
"1557778_at","grey"
"1560648_s_at","turquoise"
"210743_s_at","grey"
"218500_at","turquoise"
"236622_at","grey"
"208290_s_at","turquoise"
"227441_s_at","turquoise"
"209461_x_at","grey"
"240280_at","grey"
"203567_s_at","blue"
"204464_s_at","brown"
"228766_at","grey"
"1553749_at","turquoise"
"1553622_a_at","grey"
"234041_at","blue"
"215913_s_at","turquoise"
"1554309_at","grey"
"1569981_at","grey"
"207392_x_at","grey"
"238317_x_at","blue"
"1554997_a_at","grey"
"1570177_at","grey"
"238169_at","grey"
"216113_at","grey"
"1563396_x_at","grey"
"242849_at","blue"
"236396_at","grey"
"220271_x_at","grey"
"236121_at","grey"
"230047_at","brown"
"241529_at","grey"
"241008_at","blue"
"238049_at","blue"
"242572_at","blue"
"1558710_at","brown"
"215929_at","grey"
"209119_x_at","blue"
"224047_at","grey"
"227506_at","blue"
"1553630_at","turquoise"
"213589_s_at","turquoise"
"232111_at","turquoise"
"204795_at","turquoise"
"205101_at","grey"
"206928_at","grey"
"230746_s_at","grey"
"1553894_at","grey"
"205380_at","grey"
"1560775_at","blue"
"209368_at","turquoise"
"217611_at","blue"
"1567359_at","grey"
"204324_s_at","blue"
"229552_at","grey"
"215192_at","grey"
"1562992_at","grey"
"237549_at","grey"
"233875_at","grey"
"244753_at","blue"
"1552783_at","grey"
"204621_s_at","grey"
"228425_at","turquoise"
"233162_at","grey"
"235942_at","grey"
"221553_at","grey"
"233717_x_at","grey"
"1553764_a_at","blue"
"1559827_at","grey"
"215652_at","grey"
"206584_at","grey"
"238466_at","turquoise"
"1555758_a_at","turquoise"
"230225_x_at","grey"
"232397_at","grey"
"1565026_a_at","grey"
"244613_at","grey"
"218922_s_at","grey"
"220552_at","grey"
"237746_at","grey"
"240855_at","grey"
"235644_at","turquoise"
"235760_at","grey"
"1563620_at","grey"
"1554492_at","grey"
"206970_at","turquoise"
"216920_s_at","blue"
"1561365_at","grey"
"1554560_at","grey"
"230493_at","grey"
"235642_at","grey"
"207492_at","brown"
"236910_at","grey"
"216944_s_at","turquoise"
"224403_at","grey"
"1566854_at","turquoise"
"1552381_at","turquoise"
"225701_at","brown"
"213040_s_at","turquoise"
"227419_x_at","blue"
"223323_x_at","blue"
"244188_at","grey"
"213418_at","grey"
"209863_s_at","grey"
"1556055_at","blue"
"1553607_at","grey"
"1556598_at","grey"
"1561617_at","grey"
"215523_at","turquoise"
"219203_at","turquoise"
"239269_at","blue"
"221777_at","turquoise"
"237923_at","grey"
"208047_s_at","grey"
"1552299_at","turquoise"
"218676_s_at","turquoise"
"204142_at","grey"
"239639_at","grey"
"1556942_at","blue"
"219995_s_at","grey"
"236645_at","blue"
"1559790_at","grey"
"209070_s_at","grey"
"211991_s_at","turquoise"
"213787_s_at","turquoise"
"1558315_s_at","grey"
"223438_s_at","grey"
"240066_at","grey"
"202007_at","brown"
"1561316_at","turquoise"
"232906_at","grey"
"1567687_at","grey"
"243809_at","grey"
"1561110_at","grey"
"201487_at","turquoise"
"239193_at","turquoise"
"1569021_at","grey"
"209496_at","blue"
"1554619_at","turquoise"
"244061_at","blue"
"204860_s_at","brown"
"211598_x_at","blue"
"218995_s_at","blue"
"1552666_a_at","turquoise"
"244451_x_at","grey"
"209853_s_at","turquoise"
"220170_at","grey"
"214723_x_at","blue"
"1554397_s_at","grey"
"241103_at","grey"
"1562074_a_at","grey"
"1557166_at","turquoise"
"241674_s_at","grey"
"237254_at","grey"
"1557167_at","grey"
"1552480_s_at","grey"
"1563376_at","grey"
"206992_s_at","turquoise"
"218691_s_at","blue"
"1554199_at","grey"
"214455_at","grey"
"215537_x_at","grey"
"224253_at","grey"
"221427_s_at","turquoise"
"220059_at","grey"
"220084_at","grey"
"205738_s_at","turquoise"
"216239_at","grey"
"215550_at","grey"
"223863_at","grey"
"229387_at","grey"
"233346_at","grey"
"244785_at","grey"
"204182_s_at","turquoise"
"1566966_at","grey"
"244247_at","grey"
"1559590_at","grey"
"223181_at","turquoise"
"216972_at","grey"
"1553194_at","turquoise"
"226606_s_at","turquoise"
"1552657_a_at","grey"
"240425_x_at","turquoise"
"223962_at","grey"
"235044_at","blue"
"243109_at","grey"
"203946_s_at","turquoise"
"201644_at","turquoise"
"231281_at","blue"
"202262_x_at","grey"
"229952_at","blue"
"1562579_at","grey"
"1554217_a_at","turquoise"
"1563109_at","blue"
"213791_at","turquoise"
"1554793_at","grey"
"229942_at","grey"
"241734_at","grey"
"203186_s_at","grey"
"226320_at","grey"
"237689_at","grey"
"1564753_at","blue"
"1569157_s_at","grey"
"1553759_at","grey"
"206762_at","grey"
"1559044_at","blue"
"1569320_at","grey"
"239155_at","grey"
"1555884_at","turquoise"
"1552506_at","blue"
"1557478_at","blue"
"205891_at","grey"
"243680_at","grey"
"235503_at","turquoise"
"227268_at","turquoise"
"1555997_s_at","grey"
"209846_s_at","grey"
"243563_at","grey"
"205025_at","turquoise"
"237951_at","grey"
"242440_at","grey"
"240600_at","grey"
"209612_s_at","grey"
"233822_x_at","grey"
"214714_at","turquoise"
"1566903_at","blue"
"220350_at","turquoise"
"237755_s_at","grey"
"235851_s_at","grey"
"244780_at","blue"
"228181_at","turquoise"
"240496_at","brown"
"227346_at","grey"
"237056_at","grey"
"1561775_at","grey"
"226834_at","turquoise"
"242502_at","turquoise"
"206675_s_at","grey"
"1561653_at","grey"
"224167_at","grey"
"243739_at","blue"
"220205_at","grey"
"236853_at","turquoise"
"236995_x_at","grey"
"239971_at","blue"
"233226_at","blue"
"222262_s_at","turquoise"
"227897_at","turquoise"
"1560172_at","grey"
"1554588_a_at","turquoise"
"1570268_at","grey"
"1566842_at","brown"
"236657_at","turquoise"
"1558695_at","blue"
"240154_at","blue"
"228411_at","blue"
"238257_at","grey"
"227260_at","turquoise"
"1553909_x_at","blue"
"238481_at","grey"
"229160_at","turquoise"
"1560458_s_at","grey"
"1563160_at","grey"
"223873_s_at","grey"
"1556192_x_at","grey"
"225154_at","turquoise"
"1565633_at","grey"
"201337_s_at","turquoise"
"239447_at","grey"
"243788_at","grey"
"220751_s_at","grey"
"236374_at","turquoise"
"1569751_at","grey"
"243882_at","grey"
"218349_s_at","grey"
"215228_at","grey"
"1561959_x_at","grey"
"1565703_at","brown"
"229654_at","turquoise"
"1557383_a_at","grey"
"236549_x_at","grey"
"219961_s_at","turquoise"
"230331_at","grey"
"209227_at","turquoise"
"244163_at","turquoise"
"223232_s_at","blue"
"242603_x_at","grey"
"224126_at","grey"
"210983_s_at","grey"
"208343_s_at","grey"
"242106_at","blue"
"240351_at","blue"
"1553363_at","grey"
"239282_at","turquoise"
"1554726_at","grey"
"1564699_at","grey"
"242513_x_at","grey"
"230711_at","blue"
"232311_at","blue"
"233034_at","grey"
"201943_s_at","turquoise"
"220656_at","grey"
"233683_at","grey"
"221270_s_at","turquoise"
"203233_at","blue"
"205210_at","turquoise"
"1566204_at","grey"
"210853_at","grey"
"1558164_s_at","turquoise"
"241086_at","grey"
"1569764_at","grey"
"213910_at","grey"
"1561906_at","grey"
"1555097_a_at","grey"
"237520_x_at","grey"
"1557339_at","grey"
"1558014_s_at","turquoise"
"238439_at","grey"
"229292_at","turquoise"
"207026_s_at","turquoise"
"233286_at","grey"
"1568813_at","grey"
"1554475_a_at","blue"
"1556804_s_at","brown"
"1556007_s_at","blue"
"207781_s_at","grey"
"1557014_a_at","turquoise"
"239441_at","turquoise"
"213519_s_at","grey"
"208107_s_at","turquoise"
"239810_at","grey"
"1559731_x_at","blue"
"226302_at","grey"
"1565875_at","grey"
"243019_at","grey"
"239166_at","blue"
"225901_at","turquoise"
"1558779_at","grey"
"233579_at","grey"
"206295_at","grey"
"206241_at","grey"
"1555382_at","grey"
"232105_at","turquoise"
"207069_s_at","blue"
"210415_s_at","turquoise"
"229070_at","grey"
"238370_x_at","grey"
"1565446_at","grey"
"1555543_a_at","turquoise"
"227140_at","grey"
"227501_at","brown"
"223343_at","grey"
"243282_at","grey"
"224127_at","grey"
"227253_at","blue"
"236962_at","blue"
"1565701_at","blue"
"210830_s_at","turquoise"
"1557720_s_at","turquoise"
"241601_at","grey"
"1554072_s_at","grey"
"239965_at","blue"
"211718_at","grey"
"230895_at","grey"
"236319_at","blue"
"244731_at","grey"
"1566665_at","grey"
"215048_at","grey"
"234544_at","grey"
"1567078_x_at","grey"
"215558_at","grey"
"1556571_at","grey"
"236678_at","grey"
"240028_at","grey"
"222851_at","turquoise"
"1558111_at","grey"
"244067_x_at","grey"
"217623_at","grey"
"1560692_at","turquoise"
"226582_at","blue"
"1564705_at","grey"
"231766_s_at","turquoise"
"225551_at","grey"
"225150_s_at","blue"
"211922_s_at","turquoise"
"219759_at","grey"
"1553706_at","grey"
"1569368_at","grey"
"222886_at","grey"
"202937_x_at","turquoise"
"237387_at","grey"
"215027_at","blue"
"208319_s_at","turquoise"
"239531_at","blue"
"220030_at","turquoise"
"1560628_at","grey"
"231819_at","grey"
"210792_x_at","turquoise"
"1555816_at","grey"
"232734_at","grey"
"222717_at","grey"
"1559707_at","grey"
"216086_at","grey"
"240502_at","blue"
"1559538_at","grey"
"1556354_s_at","blue"
"237563_s_at","blue"
"241023_at","grey"
"201020_at","turquoise"
"210697_at","grey"
"208169_s_at","grey"
"240530_at","grey"
"214967_at","blue"
"1561136_at","grey"
"222145_at","grey"
"241902_at","turquoise"
"224825_at","turquoise"
"244308_at","blue"
"1560540_x_at","grey"
"233304_at","grey"
"229492_at","grey"
"206967_at","grey"
"203180_at","turquoise"
"211651_s_at","turquoise"
"229604_at","grey"
"1556206_at","grey"
"209463_s_at","turquoise"
"232544_at","brown"
"233086_at","grey"
"1555401_at","grey"
"230271_at","turquoise"
"1563546_at","grey"
"205472_s_at","brown"
"207177_at","grey"
"207869_s_at","grey"
"215309_at","grey"
"222703_s_at","turquoise"
"1560207_at","grey"
"229714_at","turquoise"
"220549_at","grey"
"203687_at","turquoise"
"1559434_at","grey"
"1561197_at","grey"
"220884_at","grey"
"239558_at","grey"
"242922_at","blue"
"220682_s_at","grey"
"206615_s_at","grey"
"1560168_at","grey"
"236140_at","turquoise"
"214322_at","turquoise"
"1570454_at","grey"
"215094_at","grey"
"210492_at","grey"
"1553729_s_at","grey"
"217568_at","grey"
"212291_at","grey"
"1556009_at","turquoise"
"206088_at","grey"
"1553829_at","turquoise"
"228449_at","turquoise"
"1563660_at","grey"
"209692_at","brown"
"1553734_at","grey"
"1563904_at","turquoise"
"1562337_at","grey"
"212883_at","grey"
"233012_at","grey"
"1561260_at","grey"
"230302_at","turquoise"
"242755_at","grey"
"229487_at","blue"
"223724_s_at","grey"
"234851_at","grey"
"1558409_at","grey"
"234161_at","grey"
"1552316_a_at","blue"
"1568683_at","turquoise"
"202601_s_at","grey"
"1569958_at","grey"
"204803_s_at","grey"
"213764_s_at","grey"
"211518_s_at","grey"
"238553_at","grey"
"204414_at","turquoise"
"227787_s_at","turquoise"
"240733_at","blue"
"1557538_at","grey"
"237751_x_at","grey"
"204886_at","turquoise"
"236740_at","grey"
"1559235_a_at","grey"
"210163_at","grey"
"235307_at","grey"
"241460_at","grey"
"238544_at","blue"
"205856_at","blue"
"239787_at","turquoise"
"1555677_s_at","grey"
"237229_at","grey"
"204713_s_at","grey"
"222528_s_at","grey"
"1558819_at","grey"
"1555560_at","grey"
"1557155_a_at","blue"
"205948_at","turquoise"
"218804_at","grey"
"237379_at","grey"
"227055_at","grey"
"234352_x_at","grey"
"1561151_a_at","grey"
"219005_at","turquoise"
"203960_s_at","turquoise"
"1554355_a_at","turquoise"
"233216_at","brown"
"1569411_at","grey"
"1560813_at","grey"
"1566482_at","brown"
"212065_s_at","turquoise"
"235182_at","grey"
"233620_at","grey"
"215936_s_at","turquoise"
"243514_at","grey"
"208383_s_at","grey"
"241660_at","turquoise"
"1556359_at","brown"
"1553498_at","grey"
"1569156_at","grey"
"205246_at","turquoise"
"216614_at","brown"
"240086_at","grey"
"1570244_at","brown"
"219167_at","blue"
"203868_s_at","blue"
"223221_at","turquoise"
"1556558_s_at","grey"
"206528_at","grey"
"239828_at","turquoise"
"229147_at","grey"
"207087_x_at","grey"
"238621_at","grey"
"1561289_at","grey"
"222799_at","turquoise"
"1556427_s_at","grey"
"1563595_at","grey"
"1561422_at","grey"
"215646_s_at","grey"
"232415_at","grey"
"227372_s_at","blue"
"204964_s_at","blue"
"1555950_a_at","grey"
"1566487_at","brown"
"215169_at","blue"
"1557636_a_at","grey"
"238116_at","grey"
"1570397_x_at","turquoise"
"1564567_at","grey"
"215735_s_at","turquoise"
"1559849_at","grey"
"1554213_at","blue"
"241470_x_at","grey"
"241167_at","grey"
"243140_at","grey"
"1566544_at","blue"
"231783_at","turquoise"
"239183_at","grey"
"1564358_at","blue"
"236879_at","blue"
"222439_s_at","grey"
"1560859_at","grey"
"213831_at","grey"
"233908_x_at","blue"
"225874_at","grey"
"1554319_at","grey"
"233020_at","turquoise"
"202932_at","grey"
"1552924_a_at","turquoise"
"219637_at","turquoise"
"238214_at","grey"
"1565306_a_at","grey"
"242128_at","grey"
"222921_s_at","blue"
"1557017_at","grey"
"1552787_at","grey"
"201118_at","turquoise"
"230765_at","turquoise"
"233778_at","grey"
"210104_at","turquoise"
"237245_at","grey"
"241942_at","turquoise"
"244183_x_at","grey"
"230193_at","grey"
"238790_at","grey"
"210833_at","grey"
"234455_at","grey"
"204938_s_at","grey"
"207507_s_at","turquoise"
"210948_s_at","blue"
"1560554_a_at","grey"
"214021_x_at","grey"
"205626_s_at","turquoise"
"1567182_at","grey"
"224894_at","brown"
"1561691_at","grey"
"243454_at","blue"
"201206_s_at","blue"
"206515_at","grey"
"1565939_at","turquoise"
"1565162_s_at","turquoise"
"208978_at","turquoise"
"240898_at","turquoise"
"203715_at","turquoise"
"244080_at","turquoise"
"1568286_at","grey"
"219909_at","grey"
"1570396_at","turquoise"
"241631_at","blue"
"236215_at","turquoise"
"210804_x_at","grey"
"204013_s_at","grey"
"1566221_at","grey"
"240179_at","grey"
"1558668_s_at","grey"
"1563026_at","grey"
"242762_s_at","turquoise"
"227905_s_at","grey"
"211501_s_at","turquoise"
"236646_at","turquoise"
"1560800_at","grey"
"1561280_at","grey"
"224218_s_at","blue"
"211849_s_at","grey"
"204210_s_at","grey"
"209799_at","grey"
"213060_s_at","grey"
"236336_at","turquoise"
"227236_at","grey"
"233240_at","grey"
"222085_at","turquoise"
"241177_at","grey"
"236523_at","turquoise"
"205860_x_at","grey"
"1561417_x_at","brown"
"210081_at","grey"
"1555925_at","grey"
"1554627_a_at","turquoise"
"1561511_at","grey"
"1568680_s_at","brown"
"239275_at","grey"
"217125_at","turquoise"
"215072_x_at","grey"
"244315_at","grey"
"205195_at","turquoise"
"1569468_at","grey"
"201461_s_at","grey"
"244678_at","brown"
"1559037_a_at","blue"
"212564_at","turquoise"
"220432_s_at","grey"
"235202_x_at","grey"
"242169_at","blue"
"237119_at","brown"
"203438_at","grey"
"224298_s_at","turquoise"
"223694_at","turquoise"
"1556021_at","turquoise"
"228563_at","blue"
"223767_at","grey"
"234230_at","grey"
"210286_s_at","grey"
"231773_at","grey"
"239621_at","grey"
"234497_s_at","blue"
"242352_at","blue"
"222597_at","turquoise"
"238858_at","grey"
"219948_x_at","grey"
"224007_at","grey"
"1556625_a_at","grey"
"1561516_at","grey"
"208352_x_at","grey"
"1570115_at","grey"
"1553133_at","turquoise"
"214959_s_at","turquoise"
"244033_at","grey"
"229526_at","turquoise"
"205378_s_at","turquoise"
"232952_at","grey"
"205577_at","grey"
"218260_at","grey"
"201082_s_at","turquoise"
"223791_at","grey"
"222840_at","turquoise"
"234655_at","grey"
"235401_s_at","grey"
"217150_s_at","grey"
"225070_at","turquoise"
"203748_x_at","turquoise"
"243581_at","grey"
"213461_at","turquoise"
"1559077_at","grey"
"213160_at","grey"
"208561_at","grey"
"201766_at","grey"
"241569_at","grey"
"1565484_x_at","blue"
"200954_at","turquoise"
"238957_at","grey"
"210555_s_at","turquoise"
"223059_s_at","blue"
"220123_at","grey"
"232621_at","grey"
"206286_s_at","grey"
"235376_at","blue"
"1554152_a_at","grey"
"1566930_at","grey"
"1555095_at","grey"
"212027_at","blue"
"220088_at","grey"
"209503_s_at","turquoise"
"219028_at","blue"
"241098_at","grey"
"213888_s_at","grey"
"234039_at","blue"
"244351_at","grey"
"228385_at","turquoise"
"207470_at","grey"
"204575_s_at","grey"
"243257_at","grey"
"1569472_s_at","brown"
"231504_at","turquoise"
"235261_at","grey"
"212105_s_at","brown"
"240892_at","grey"
"228097_at","turquoise"
"207528_s_at","grey"
"1563704_at","grey"
"1561658_at","blue"
"226543_at","grey"
"238625_at","grey"
"217712_at","grey"
"205382_s_at","grey"
"232050_at","brown"
"214079_at","grey"
"1558466_at","turquoise"
"222055_at","turquoise"
"1559110_at","turquoise"
"1569810_at","grey"
"243028_x_at","grey"
"207496_at","grey"
"235564_at","grey"
"230147_at","grey"
"238478_at","grey"
"1569191_at","grey"
"240736_at","grey"
"233916_at","grey"
"1568836_at","grey"
"228807_at","grey"
"1559255_a_at","grey"
"217656_at","blue"
"215516_at","grey"
"239833_at","blue"
"234049_at","grey"
"214905_at","grey"
"230951_at","grey"
"224213_at","grey"
"209660_at","grey"
"232263_at","grey"
"1566600_at","grey"
"204854_at","grey"
