"logFC","AveExpr","t","P.Value","adj.P.Val","B","Gene","DEG_status"
1.07794933433833,1.99689873458488,7.74247562940767,2.90808916325205e-12,1.34824552825819e-09,17.4581498502287,"CCNB1","Upregulated"
0.75718651217933,1.82616464781533,7.72178779928529,3.24562356134843e-12,1.4697391159669e-09,17.3507347744169,"ATAD2","Not significant"
-0.287240340812948,0.187400915283559,-7.70218581636119,3.60120219144211e-12,1.54842002364594e-09,17.2490487537726,"TNFRSF6B","Not significant"
2.5148323335582,6.07543491623726,7.70010397733699,3.64116564487898e-12,1.54842002364594e-09,17.2382543760976,"TXNDC5","Upregulated"
0.622253854968873,0.779018683572309,7.69923711661445,3.65793555298446e-12,1.54842002364594e-09,17.233759983283,"GINS1","Not significant"
-0.661101524951758,2.84399140427254,-7.68656686928206,3.91197515205982e-12,1.620722982147e-09,17.1680888609108,"MAPK8IP3","Not significant"
0.624169572708801,2.45079215086278,7.68258053132469,3.99546419351434e-12,1.62082664116898e-09,17.1474350521976,"EZH2","Not significant"
0.93654317145944,1.39378070852999,7.65925405492716,4.52066197631517e-12,1.79645571434304e-09,17.0266520679327,"KIF11","Not significant"
0.713039088024758,2.06074592749773,7.60695384608268,5.96019751199948e-12,2.32113931907308e-09,16.7563154597568,"FBXO5","Not significant"
0.412597005412348,1.33840535099969,7.59193097881228,6.452023916429e-12,2.46340803334717e-09,16.6787849860436,"SELENOI","Not significant"
2.24536873526845,5.55186982345821,7.5624154699928,7.53849215185411e-12,2.82287536886352e-09,16.5266208856978,"EPSTI1","Upregulated"
-0.821278438745154,3.52961349257064,-7.55461175033251,7.85488061269166e-12,2.885853496044e-09,16.4864254276914,"GPR132","Not significant"
-1.07198649538137,5.20049022425465,-7.52688372677403,9.08931547440718e-12,3.27753983180845e-09,16.3437258878677,"SLC12A9","Downregulated"
-0.443539938065502,0.524006717361383,-7.50515628030004,1.01893963823342e-11,3.60741684285112e-09,16.2320420053971,"IER5L","Not significant"
1.01273883795956,1.46034511003324,7.4861644687709,1.12584351391984e-11,3.91471873268698e-09,16.1345174198833,"TPX2","Upregulated"
1.07812396594542,1.32365820934611,7.48002404004205,1.16273085401521e-11,3.97205178761127e-09,16.1030053744003,"DLGAP5","Upregulated"
-0.440382318389666,0.685039153906189,-7.47071068461943,1.22097710361222e-11,4.09911485543744e-09,16.0552285456712,"NAGS","Not significant"
0.383045136419652,4.34016740018742,7.46189020080368,1.27880379294817e-11,4.22048600954012e-09,16.0100005689609,"FBH1","Not significant"
0.819710489477477,0.898543499192446,7.4536373190028,1.33536374870153e-11,4.33370048578604e-09,15.9677011165983,"BUB1B","Not significant"
-0.500596667584011,9.5731682777664,-7.40780249929229,1.69767097532386e-11,5.41918839860758e-09,15.7330994245892,"COTL1","Not significant"
-1.08940687987135,2.28446790609429,-7.40433286190226,1.72876572473626e-11,5.4294397083975e-09,15.7153626818657,"TTC9","Downregulated"
-0.701911421688052,7.41488520340364,-7.39757383142264,1.79096918973159e-11,5.53551620038944e-09,15.6808196840521,"C19orf38","Not significant"
0.538336444723357,1.68887622770256,7.38946185888203,1.86855747109542e-11,5.6850861058078e-09,15.6393781642844,"TIMELESS","Not significant"
0.836500789506348,1.23189075776742,7.3832324213977,1.93039232449965e-11,5.75205064955066e-09,15.6075657199111,"SHCBP1","Not significant"
0.519763608778266,1.82042630094612,7.38133292285833,1.9496474058666e-11,5.75205064955066e-09,15.5978674180013,"SLFN13","Not significant"
0.473592857231682,1.4672712011316,7.370739148939,2.06057782679239e-11,5.98859275273156e-09,15.5437961600666,"WDR76","Not significant"
0.510321260011961,0.570088385382103,7.35783091214243,2.204224200922e-11,6.3118608294637e-09,15.47795211207,"EXO1","Not significant"
0.660213358397388,0.980078312001961,7.33693437685685,2.45807448930549e-11,6.93675745735601e-09,15.3714548272665,"PLK4","Not significant"
-0.708356707677662,3.95439534616454,-7.32762787316785,2.58025361448421e-11,7.17752834017665e-09,15.3240629069554,"SLC8B1","Not significant"
0.895223235394454,1.18234570544455,7.31659884318214,2.73285424872649e-11,7.49494900439467e-09,15.2679296319212,"HJURP","Not significant"
-0.670818378514651,0.36610536086385,-7.31190916096845,2.80041954830913e-11,7.51788470595115e-09,15.2440710623225,"PPP1R17","Not significant"
0.490390805794933,1.11961253767129,7.30832667703889,2.853145446446e-11,7.51788470595115e-09,15.2258493514204,"ZNF367","Not significant"
0.976799907859642,1.17592971332199,7.30806444535118,2.8570432838968e-11,7.51788470595115e-09,15.2245156907123,"HMMR","Not significant"
-0.683291950777606,0.642478832356236,-7.3036058839077,2.92412867403818e-11,7.59010146646046e-09,15.2018431613033,"MMP17","Not significant"
-0.614133661612604,4.47890240585359,-7.30040843162007,2.97319715209139e-11,7.59010146646046e-09,15.1855869236379,"CARS2","Not significant"
2.53875081021779,3.80062309671431,7.29859250492408,3.00142673026631e-11,7.59010146646046e-09,15.1763557747369,"TNFRSF17","Upregulated"
0.672787883224246,0.980061298317137,7.29342642968782,3.08319611383392e-11,7.69692240109925e-09,15.1500992921656,"ORC1","Not significant"
0.856831422921297,1.96637266253285,7.23671970662661,4.13938864575092e-11,1.02028070519066e-08,14.8623723811575,"TRAM2","Not significant"
0.830675010039127,1.59773360830225,7.23070839214553,4.2704775653967e-11,1.03943423941756e-08,14.8319237422405,"SPAG5","Not significant"
1.2508938390616,2.09713266250303,7.21994433173125,4.51555902936594e-11,1.08551809160264e-08,14.7774267474858,"CCNB2","Upregulated"
0.504023278249659,1.48430379065937,7.18131086723782,5.51546350181436e-11,1.29870389309254e-08,14.5821005248016,"ZWILCH","Not significant"
0.593870485432493,0.730366454308984,7.18060050398249,5.53576536188789e-11,1.29870389309254e-08,14.5785129886355,"FAM111B","Not significant"
-0.71815551440919,2.98109748681918,-7.17633191066757,5.65932678688328e-11,1.3118858475499e-08,14.5569584203968,"PITPNM1","Not significant"
-1.5690124814853,7.79233169828036,-7.17071855653718,5.82597818253076e-11,1.3346287902381e-08,14.5286213312444,"RNA28SN4","Downregulated"
-0.980444080759417,5.80188384855039,-7.16461657493848,6.01264867888001e-11,1.36137552412967e-08,14.4978278338522,"PGLS","Not significant"
-0.844010795537325,5.41343050961144,-7.16090279729099,6.12914480942642e-11,1.37180123826611e-08,14.4790915896236,"SIPA1","Not significant"
0.757444568391773,1.72297492300315,7.15719318279566,6.24773998657407e-11,1.38245446612012e-08,14.4603803150936,"SPATS2","Not significant"
-0.976909836292351,2.10053688795468,-7.1391065625926,6.85929204915399e-11,1.50072061551827e-08,14.369208464095,"HAAO","Not significant"
-1.25003416688101,3.78024046024872,-7.1233587730951,7.43976280897537e-11,1.60963401573743e-08,14.289903636881,"TNNI2","Downregulated"
0.514482873873499,3.86672768671374,7.11084599335268,7.93542270024637e-11,1.69800605295821e-08,14.2269417264809,"PIP4K2C","Not significant"
0.503428003385682,0.790261843793369,7.10618485562856,8.1282971137488e-11,1.72037175433605e-08,14.2034995073291,"HELLS","Not significant"
0.38265197347381,0.92065492829242,7.09792592793953,8.48150223274168e-11,1.77013248217684e-08,14.1619786429939,"SUV39H2","Not significant"
0.52695699016052,0.611530479444938,7.09647241874305,8.54521637862688e-11,1.77013248217684e-08,14.1546733621552,"ESCO2","Not significant"
0.487714166840453,0.667195179365766,7.08220225193766,9.19643977071967e-11,1.88497973911004e-08,14.0829852009818,"NCAPH","Not significant"
0.547585359159742,2.21945820085327,7.07834333919547,9.3808214971586e-11,1.8985041456203e-08,14.0636097762203,"RFC5","Not significant"
0.458463453254947,4.41643098865802,7.07676220869593,9.45742102121861e-11,1.8985041456203e-08,14.0556722687515,"ADIPOR2","Not significant"
0.582500006055588,5.15775013739204,7.0733675913582,9.62397331886552e-11,1.9110172810689e-08,14.0386333004292,"EIF2AK1","Not significant"
0.604003686001144,0.662426803465789,7.0715159947383,9.71603897010177e-11,1.9110172810689e-08,14.0293408265959,"CDCA2","Not significant"
-0.473770206967742,0.77903931848534,-7.06564541173439,1.00137366267866e-10,1.94987479596789e-08,13.9998853071146,"HSD17B1","Not significant"
0.85175813798973,1.19865596010074,7.06045542714509,1.02844245502682e-10,1.9827555925032e-08,13.9738532358661,"CEP55","Not significant"
0.817036817317804,2.1015700131581,7.03713059406884,1.15930775933552e-10,2.2131412440962e-08,13.8569594807287,"TCF19","Not significant"
-0.905937657143113,2.22747258098051,-7.02155365136391,1.2557419383917e-10,2.3708682803948e-08,13.7789859567075,"TNFRSF8","Not significant"
0.706999946779446,1.36853871352835,7.0145313761615,1.30177031105433e-10,2.3708682803948e-08,13.7438585676966,"CDCA7","Not significant"
0.570597206952997,0.740786796214436,7.00630838162013,1.35779321499073e-10,2.3708682803948e-08,13.7027438914468,"GTSE1","Not significant"
0.448088049420349,1.94164999098774,7.00567459340861,1.36220885195252e-10,2.3708682803948e-08,13.6995758277459,"NSD2","Not significant"
-0.93640293394163,2.28723998114806,-7.00186593338956,1.38904465251154e-10,2.3708682803948e-08,13.6805403795653,"SH3TC1","Not significant"
0.606854622876383,0.707052698452176,6.99910965728462,1.40879078613335e-10,2.3708682803948e-08,13.6667674424368,"CDC25A","Not significant"
-0.883084485449464,1.1891186506242,-6.99286577872669,1.45455481265842e-10,2.3708682803948e-08,13.6355757647247,"OSGIN1","Not significant"
0.530018257007105,0.60500709556836,6.99251168857974,1.45719368757126e-10,2.3708682803948e-08,13.633807243144,"ASPM","Not significant"
-1.99148379900899,3.78929485633428,-6.98245525886025,1.53414853805333e-10,2.3708682803948e-08,13.5835959329466,"RNA5S1","Downregulated"
-1.99148379900899,3.78929485633428,-6.98245525886025,1.53414853805333e-10,2.3708682803948e-08,13.5835959329466,"RNA5S10","Downregulated"
-1.99148379900899,3.78929485633428,-6.98245525886025,1.53414853805333e-10,2.3708682803948e-08,13.5835959329466,"RNA5S11","Downregulated"
-1.99148379900899,3.78929485633428,-6.98245525886025,1.53414853805333e-10,2.3708682803948e-08,13.5835959329466,"RNA5S12","Downregulated"
-1.99148379900899,3.78929485633428,-6.98245525886025,1.53414853805333e-10,2.3708682803948e-08,13.5835959329466,"RNA5S13","Downregulated"
-1.99148379900899,3.78929485633428,-6.98245525886025,1.53414853805333e-10,2.3708682803948e-08,13.5835959329466,"RNA5S14","Downregulated"
-1.99148379900899,3.78929485633428,-6.98245525886025,1.53414853805333e-10,2.3708682803948e-08,13.5835959329466,"RNA5S15","Downregulated"
-1.99148379900899,3.78929485633428,-6.98245525886025,1.53414853805333e-10,2.3708682803948e-08,13.5835959329466,"RNA5S16","Downregulated"
-1.99148379900899,3.78929485633428,-6.98245525886025,1.53414853805333e-10,2.3708682803948e-08,13.5835959329466,"RNA5S17","Downregulated"
-1.99148379900899,3.78929485633428,-6.98245525886025,1.53414853805333e-10,2.3708682803948e-08,13.5835959329466,"RNA5S2","Downregulated"
-1.99148379900899,3.78929485633428,-6.98245525886025,1.53414853805333e-10,2.3708682803948e-08,13.5835959329466,"RNA5S3","Downregulated"
-1.99148379900899,3.78929485633428,-6.98245525886025,1.53414853805333e-10,2.3708682803948e-08,13.5835959329466,"RNA5S4","Downregulated"
-1.99148379900899,3.78929485633428,-6.98245525886025,1.53414853805333e-10,2.3708682803948e-08,13.5835959329466,"RNA5S5","Downregulated"
-1.99148379900899,3.78929485633428,-6.98245525886025,1.53414853805333e-10,2.3708682803948e-08,13.5835959329466,"RNA5S6","Downregulated"
-1.99148379900899,3.78929485633428,-6.98245525886025,1.53414853805333e-10,2.3708682803948e-08,13.5835959329466,"RNA5S7","Downregulated"
-1.99148379900899,3.78929485633428,-6.98245525886025,1.53414853805333e-10,2.3708682803948e-08,13.5835959329466,"RNA5S8","Downregulated"
0.665403505182848,1.87460072392748,6.98085879810273,1.54672930830414e-10,2.37148921978726e-08,13.5756277306655,"FANCI","Not significant"
0.590448789910543,0.691932230825253,6.96719530347356,1.65866084859167e-10,2.50562252156525e-08,13.5074630516517,"SKA3","Not significant"
1.14235574387327,2.9101568294491,6.96704340287262,1.6599491848907e-10,2.50562252156525e-08,13.5067055710191,"LMAN1","Upregulated"
-0.382827435015634,0.381746881713485,-6.95729154601226,1.74476310389823e-10,2.61338670454664e-08,13.4580910606641,"ANKRD35","Not significant"
1.09952019801617,2.46620098358389,6.95550841355391,1.76072828116498e-10,2.61716802220187e-08,13.4492050564601,"PCLAF","Upregulated"
0.581177130156462,0.784276281874285,6.95389189385216,1.77532646873411e-10,2.61887553024171e-08,13.4411501974429,"DSCC1","Not significant"
0.581844148409847,2.83001104864652,6.94076922632566,1.8983464323897e-10,2.7792933632701e-08,13.3757921107333,"CDK2","Not significant"
-0.637045698980677,3.37052405503715,-6.92181382121649,2.09105980643614e-10,3.03859078738243e-08,13.2814786841856,"TRAPPC12","Not significant"
-0.734386810725454,3.10541470369905,-6.90876378494665,2.23485008618039e-10,3.22348154652626e-08,13.2166132015643,"HPS6","Not significant"
-0.418453225429878,2.25665699745614,-6.90612070208249,2.26514119033801e-10,3.24314921016631e-08,13.2034822360539,"ZNF362","Not significant"
0.534490836082105,0.670934125412543,6.90243065125742,2.30811091190956e-10,3.28055004939437e-08,13.185153572022,"CENPF","Not significant"
-0.468965934340491,2.84075833521409,-6.8984982144874,2.35479008741007e-10,3.32264294072818e-08,13.1656257033848,"SIN3B","Not significant"
1.05816905284333,1.64413786957545,6.87011756903052,2.72049549675472e-10,3.81104232466245e-08,13.0248374128736,"CDCA5","Upregulated"
0.755397156369872,1.49144134451177,6.86544592086683,2.78585153185849e-10,3.8747215020249e-08,13.0016873147199,"NCAPG2","Not significant"
0.360097152087725,0.665125502459941,6.85119728890215,2.99492296429125e-10,4.13596737309782e-08,12.9311222096694,"WDHD1","Not significant"
-0.841866281312903,2.47973947754279,-6.84505297844556,3.08979445533133e-10,4.2369350446628e-08,12.9007131928403,"SLC39A13","Not significant"
0.650823032446204,1.03312910271499,6.84280415952675,3.12525465904682e-10,4.25559151894823e-08,12.8895865286029,"POLE2","Not significant"
0.41571572292264,7.87232323590058,6.83496599303005,3.25202169985006e-10,4.39745600968614e-08,12.8508177625654,"DAD1","Not significant"
1.19566610118045,4.82093827587207,6.82810686907678,3.36711384713139e-10,4.52168557457534e-08,12.8169078015411,"STMN1","Upregulated"
0.82002716465466,1.20302946595402,6.81205277708694,3.65246032848777e-10,4.87128133673383e-08,12.737599723267,"RAD51","Not significant"
0.557426481967435,1.36472170582239,6.80991717616495,3.69217575736064e-10,4.89075145219908e-08,12.7270560655525,"SMC2","Not significant"
0.611142177833074,4.01406228995925,6.80797832912691,3.72860147770769e-10,4.90563026850839e-08,12.7174850891937,"CASP10","Not significant"
-1.02240769563154,2.21434661970034,-6.7974405325453,3.93287452637728e-10,5.13965991796097e-08,12.6654875235536,"SNAPC2","Downregulated"
-0.931514580431408,8.57473690150608,-6.78360719632556,4.21789288857951e-10,5.47538735509468e-08,12.5972837743725,"CYBA","Not significant"
-1.29186983784639,2.67417243550543,-6.77856614166121,4.32675129361922e-10,5.57950339002341e-08,12.5724450612702,"ZNF524","Downregulated"
0.418671266135069,0.536298346518503,6.7745098379288,4.41635544045702e-10,5.65758375898547e-08,12.5524645840809,"KNL1","Not significant"
0.578122327814513,0.670628169114124,6.7725274118004,4.46081171601158e-10,5.67718468850834e-08,12.5427015579211,"KIF15","Not significant"
-0.701624962420187,0.622150605273464,-6.76879506160841,4.54571306298604e-10,5.74767043912105e-08,12.5243240556433,"NEURL1","Not significant"
-0.655586274109859,2.96478574425499,-6.74685476456045,5.07804452862639e-10,6.3793343910589e-08,12.4163869324588,"STK11IP","Not significant"
-0.99048774393268,2.57634811239509,-6.73346140343732,5.43279005711528e-10,6.78123640975312e-08,12.350576019268,"BRAT1","Not significant"
-0.500018224921067,7.67702800281795,-6.73204209005455,5.47178756064104e-10,6.7864106611976e-08,12.3436054612018,"EFHD2","Not significant"
1.51115492943174,2.61066280315393,6.72793981125375,5.58606378541225e-10,6.87361268257079e-08,12.3234620715052,"MYBL2","Upregulated"
0.566444130107521,0.589976162742963,6.72699563440168,5.6126972911296e-10,6.87361268257079e-08,12.3188266862153,"E2F8","Not significant"
-0.697621277305515,7.41323069622533,-6.70267737998381,6.34357098631216e-10,7.7201258903419e-08,12.1995409427459,"ARF5","Not significant"
0.543282649457619,2.08606205657501,6.69382741760896,6.632239247793e-10,8.01149867206014e-08,12.1561797665214,"SEPTIN11","Not significant"
-0.30957654707643,0.366742928108185,-6.69283889476394,6.66527724359974e-10,8.01149867206014e-08,12.1513380608028,"SHF","Not significant"
1.06866766385863,2.63278934247611,6.69075108738963,6.73558992175579e-10,8.04634398505698e-08,12.1411132384294,"UBE2T","Upregulated"
-1.10699234790117,4.23534607300665,-6.68206728543449,7.03598158444492e-10,8.35394106172631e-08,12.0986011180099,"RNPEPL1","Downregulated"
-0.65828135267178,1.63536685923113,-6.67727322646492,7.20744479815412e-10,8.50565849149436e-08,12.0751424970311,"PELI3","Not significant"
1.23015382431677,3.58381826772566,6.67592674048096,7.25634040526428e-10,8.51177472116302e-08,12.068555189648,"TENT5C","Upregulated"
-0.439552066327563,3.64401389156618,-6.67336658647672,7.35021337200675e-10,8.57026076525242e-08,12.0560320581951,"TMCO6","Not significant"
-1.15053370483341,2.56179973198177,-6.66492622283927,7.66826650190418e-10,8.8587843755014e-08,12.0147614459278,"TAGLN","Downregulated"
1.77690381872954,6.12076314913982,6.66439705528079,7.68865324291155e-10,8.8587843755014e-08,12.0121748028949,"OASL","Upregulated"
1.00867345978863,3.15361530403975,6.65667225549795,7.99242163765324e-10,9.15461377225788e-08,11.9744258709446,"UBE2C","Upregulated"
-0.877243537556725,3.52070429324301,-6.64961887317501,8.28011618504885e-10,9.4286796698989e-08,11.9399758841359,"ARFGAP1","Not significant"
-0.641847011569135,7.92305169065265,-6.63919251386967,8.72420366103653e-10,9.87661009812228e-08,11.8890830843643,"RNASEK","Not significant"
-2.89019556059353,11.2411611262734,-6.63490368691067,8.91362645417326e-10,9.998553407492e-08,11.8681595082895,"HBA2","Downregulated"
-0.70440933752198,3.29036878398074,-6.63443401313483,8.93461530866684e-10,9.998553407492e-08,11.8658685331146,"HDGFL2","Not significant"
0.491820015686159,1.16052109532441,6.62978428439258,9.1450524116483e-10,1.01755691748352e-07,11.8431922058997,"PARPBP","Not significant"
0.405145026471247,5.67546711994623,6.62484247319664,9.37407100788297e-10,1.03711312878123e-07,11.8190996385644,"MARS1","Not significant"
3.27292500408763,5.6761014184591,6.62217840565224,9.49987037756904e-10,1.0450930847007e-07,11.8061151610757,"IGHG3","Upregulated"
4.0886189138048,6.02435418872691,6.62047516482433,9.58117022701824e-10,1.04780979146879e-07,11.7978149784984,"IFI27","Upregulated"
0.6594219617496,3.2600099592208,6.61941361712713,9.63218738049061e-10,1.04780979146879e-07,11.7926423863606,"SLC44A1","Not significant"
-0.94510534021975,1.27414129140117,-6.61417329372096,9.88798742198231e-10,1.06966050600466e-07,11.7671136681093,"SLC39A4","Not significant"
0.717611405366216,1.67522369365466,6.60880495357366,1.0156986042067e-09,1.09238534364649e-07,11.7409712328158,"CDCA8","Not significant"
-0.736457561693923,3.40371964231376,-6.60775848840801,1.02102574231543e-09,1.09238534364649e-07,11.7358763884645,"TBC1D10A","Not significant"
-0.340493649454815,0.222949864640292,-6.59578636268344,1.08396794501842e-09,1.15338928007643e-07,11.677615883054,"LOC114841035","Not significant"
-0.612960668026724,0.924396060820915,-6.59251392500939,1.10182868834711e-09,1.16602218584212e-07,11.6616998104043,"DENND6B","Not significant"
-0.768995263144287,2.582052175338,-6.588630762297,1.123399699804e-09,1.18242372727478e-07,11.6428182486809,"PLEC","Not significant"
-0.885428894255677,1.31555524203462,-6.58423014490082,1.14834907426592e-09,1.20218565452183e-07,11.6214270146666,"ZNF358","Not significant"
1.07082454219591,0.966599684904833,6.57586183480197,1.19731076822811e-09,1.24673985448865e-07,11.580767797211,"GLDC","Upregulated"
0.311690765205651,0.335289015754551,6.57436554946085,1.20627979400639e-09,1.24939788026024e-07,11.5735003798506,"POLQ","Not significant"
-0.301049490466991,0.46323750113709,-6.57322007667433,1.21319074159361e-09,1.24988948948814e-07,11.5679373840092,"NOTCH4","Not significant"
-1.41724474535927,3.74447163187451,-6.57216477026192,1.21959225042495e-09,1.24988948948814e-07,11.5628126920867,"NAPRT","Downregulated"
0.67514888721431,3.72426351736646,6.56493680654524,1.26434182001113e-09,1.28896669734328e-07,11.5277234403427,"HNRNPLL","Not significant"
-0.416510511009958,0.975211476754156,-6.5558658148034,1.32279942789864e-09,1.34153908646054e-07,11.4837131269299,"CRTC1","Not significant"
-0.979931550744856,1.89801398105356,-6.55338714219537,1.3392316577791e-09,1.35116677928884e-07,11.4716922750517,"FAAH","Not significant"
-0.906541457926218,1.92755162553278,-6.55084293024681,1.35630775766149e-09,1.36134147717446e-07,11.4593558487613,"SLC27A1","Not significant"
-0.365970901904989,0.361204373576163,-6.54379002039304,1.40477594865015e-09,1.40275883446747e-07,11.425169610025,"GPSM1","Not significant"
-0.894978295892145,3.72640252498398,-6.54269290156362,1.4124674250145e-09,1.40324314795318e-07,11.4198533470529,"ZGPAT","Not significant"
1.75481065888375,4.58567119126829,6.53502354156712,1.46740664989765e-09,1.43199658759334e-07,11.3827022556196,"H4C8","Upregulated"
-0.549259456650799,6.72480342173463,-6.53469594480866,1.46979973245731e-09,1.43199658759334e-07,11.3811158148272,"DBNL","Not significant"
-0.781872538186532,7.54032355637745,-6.53344979314629,1.47893804403751e-09,1.43199658759334e-07,11.3750814728467,"GNB2","Not significant"
0.788092273308203,1.35372872225309,6.53342051442999,1.47915342382338e-09,1.43199658759334e-07,11.3749397008104,"FOXM1","Not significant"
-0.590016652516273,8.00569538978719,-6.53272383571569,1.48428745944278e-09,1.43199658759334e-07,11.3715663661234,"CYTH4","Not significant"
0.68046973141754,1.73184132664138,6.53255495062641,1.48553466872358e-09,1.43199658759334e-07,11.3707486467266,"PSAT1","Not significant"
0.86890687010302,1.32693395652618,6.52578220930203,1.53641200809878e-09,1.4737445626453e-07,11.3379643471729,"MND1","Not significant"
-0.693273249848357,6.96977592449111,-6.5161585744861,1.61167337458052e-09,1.53835803675646e-07,11.2914082641332,"MVP","Not significant"
